ID,SampleCode,SiteCode,DateTime,pH,EC - Electrical Conductivity ,Alkalinity,H+,NH4,Ca,Mg,Na,Cl,NO3,SO4,PO4
2,6.0037 SI,P301,12/1/2005 20:28,6.79,29.6,238,0.16,0.05886,21.038,0.29328,2.4771,0.9191,0.06572,0.18473,0.50828
2,6.00294 SG,P301,12/2/2005 11:06,7.12,28.3,247.5,0.08,0.0099,27.776,0.3624,2.21904,0.63385,0.04588,0.20384,0.44232
2,6.00371 SI,P301,12/2/2005 2:01,6.83,24,203.06,0.15,0.0099,23.704,0.30708,2.0378,0.6279,0.06572,0.17934,0.53059
2,6.00372 SI,P301,12/2/2005 4:44,6.82,24.2,203.08,0.15,0.0099,24.142,0.31596,1.99295,0.58345,0.06324,0.17934,0.53059
2,6.00373 SI,P301,12/2/2005 7:35,6.9,24.3,209.42,0.13,0.0099,24.822,0.32292,2.01296,0.5915,0.04278,0.2009,0.52671
2,6.00295 SG,P301,12/12/2005 15:58,6.82,41,377,0.15,0.0099,34.552,0.55104,3.14134,0.50365,0.00992,0.2009,0.19206
2,6.00296 SG,P301,12/21/2005 11:07,7.02,38,335.24,0.1,0.0099,35.73,0.50952,2.90329,0.48965,0.02914,0.18865,0.2134
2,6.00297 SG,P301,12/27/2005 15:10,7.06,36.8,328.76,0.09,0.0099,36.01,0.51648,2.90329,0.50365,0.0279,0.18571,0.21049
2,6.00298 SG,P301,12/31/2005 11:12,6.64,17.2,208.32,0.23,0.0099,18.224,0.24684,1.28248,0.3801,0.0558,0.19992,0.32398
2,6.00299 SG,P301,1/2/2006 10:40,6.95,19.1,201.04,0.11,0.0099,21.068,0.2982,1.42853,0.3703,0.0341,0.18767,0.39382
2,6.003 SG,P301,1/24/2006 9:10,6.99,34.7,315.44,0.1,0.0099,32.198,0.471,2.74712,0.4375,0.031,0.17444,0.17654
2,6.00556 SG,P301,2/6/2006 11:00,7.23,35.1,350.58,0.06,0.0099,38.484,0.51744,2.71515,0.45605,0.00992,0.14406,0.03686
2,6.00566 SG,P301,2/21/2006 15:45,6.91,31.6,362.62,0.12,0.0099,35.44,0.51144,2.71515,0.4837,0.00992,0.13377,0.03686
2,6.00756 SI,P301,2/27/2006 2:55,7.23,21.1,246.2,0.06,0.0099,25.9,0.35148,1.81585,0.34055,0.00992,0.14259,0.26869
2,6.00757 SI,P301,2/27/2006 6:06,7.19,29.9,334.32,0.06,0.0099,36.2,0.4572,2.60912,0.43925,0.00992,0.14161,0.1843
2,6.00758 SI,P301,2/27/2006 18:50,7.27,22.4,254.2,0.05,0.0099,27.746,0.37716,1.97892,0.3633,0.00992,0.16219,0.25414
2,6.00759 SI,P301,2/28/2006 7:51,7.22,20.4,242,0.06,0.0099,27.226,0.36828,1.67371,0.3829,0.00992,0.16317,0.24735
2,6.00729 SG,P301,3/1/2006 16:05,6.98,23.8,247.96,0.1,0.0099,30.9,0.40488,2.11485,0.4186,0.00992,0.14259,0.16975
2,6.0073 SG,P301,3/7/2006 11:40,7.07,28.5,294.8,0.09,0.0099,32.596,0.45024,2.42696,0.4186,0.00992,0.13279,0.03686
2,6.00731 SG,P301,3/14/2006 14:00,7.56,44.9,261.16,0.03,0.0099,32.138,0.4206,2.01986,0.32865,0.00992,0.12152,0.03686
2,6.01055 SG,P301,3/29/2006 15:00,7.43,33.9,307.62,0.04,0.0099,38.574,0.50856,2.53805,0.4039,0.00992,0.15925,0.03686
2,6.01021 SI,P301,4/3/2006 4:10,NA,NA,276.44,,0.03294,34.662,0.46416,2.14889,0.33355,0.00992,0.16611,0.03686
2,6.01022 SI,P301,4/4/2006 5:34,NA,NA,226.96,,0.05094,29.252,0.4098,1.47867,0.2674,0.00992,0.18179,0.15811
2,6.01023 SI,P301,4/4/2006 16:50,NA,NA,201.78,,0.06282,27.766,0.38808,1.35056,0.24885,0.0217,0.17738,0.19885
2,6.01024 SI,P301,4/5/2006 16:45,NA,NA,252.46,,0.05886,31.938,0.44136,1.77675,0.315,0.00992,0.16219,0.13677
2,6.01056 SG,P301,4/12/2006 9:40,NA,NA,259.64,,0.0099,35.342,0.468,2.19903,0.39795,0.00992,0.17738,0.03686
2,6.01153 SG,P301,5/2/2006 9:20,6.65,27.1,247.58,0.22,0.0099,30.54,0.40488,1.85679,0.301,0.02294,0.18571,0.22504
2,6.01154 SG,P301,5/17/2006 10:55,6.88,27.4,269.34,0.13,0.0099,32.456,0.42168,2.04792,0.29995,0.02418,0.17248,0.24347
2,6.02311 SG,P301,5/31/2006 9:45,6.71,45.3,337.36,0.19,0.0099,36.668,0.49668,2.44513,0.30695,0.0279,0.14504,0.22504
2,6.02312 SG,P301,6/14/2006 8:40,6.78,34.6,359.26,0.17,0.0099,42.666,0.55296,2.64224,0.308,0.03224,0.13475,0.23183
2,6.02632 SG,P301,7/12/2006 10:10,6.74,38.6,435.64,0.18,0.0099,48.834,0.62016,3.07326,0.33775,0.04402,0.13867,0.23183
2,6.02633 SG,P301,7/23/2006 19:08,7.13,44.9,436.1,0.07,0.04698,51.32,0.67644,2.99437,0.616,1.70996,0.60907,0.88076
2,6.02634 SG,P301,8/17/2006 9:10,6.65,45.9,411.96,0.22,0.0099,46.828,0.555,2.68226,0.4256,0.05208,0.14798,0.23183
2,6.02649 SG,P301,9/18/2006 8:45,6.53,46.6,422.2,0.3,0.0099,55.302,0.71388,3.41458,0.51625,0.00992,0.21707,0.17654
2,7.00005 SI,P301,10/1/2006 23:51,6.78,48.5,455.8,0.17,0.0099,55.042,0.73668,3.51762,0.61705,0.08928,0.21119,0.29488
2,7.00004 SG,P301,10/2/2006 9:30,6.62,47.6,452.94,0.24,0.0099,53.756,0.71592,3.52153,0.7217,0.00992,0.20825,0.28033
2,7.00041 SG,P301,11/14/2006 11:30,7.03,46.6,403.54,0.09,0.0099,52.538,0.70008,3.39848,1.50045,0.00992,0.2205,0.32786
2,7.00057 SG,P301,11/29/2006 10:27,6.53,42.8,395.84,0.3,0.027,50.272,0.68232,3.17239,0.59045,0.00992,0.21119,0.21049
2,7.0008 SI,P301,12/12/2006 5:29,6.91,45.2,387.32,0.12,0.027,48.994,0.65568,3.13237,0.68705,0.00992,0.21854,0.2134
2,7.00078 SI,P301,12/12/2006 18:35,7.09,42.2,360.84,0.08,0.02898,46.16,0.60924,3.02542,0.7462,0.00992,0.19992,0.291
2,7.00087 SG,P301,12/13/2006 14:20,6.41,43.1,403.16,0.39,0.027,48.136,0.63,3.09534,0.7077,0.00992,0.19796,0.25802
2,7.00071 SI,P301,12/13/2006 1:43,7.14,42.8,396.94,0.07,0.027,47.248,0.63396,3.06337,0.7119,0.02108,0.2009,0.25414
2,7.00125 SI,P301,12/26/2006 22:06,7.34,42.1,331.02,0.05,0.0099,46.858,0.56976,3.07625,0.5586,0.00992,0.20188,0.32107
2,7.00133 SG,P301,12/27/2006 13:07,7.23,40.8,317.4,0.06,0.0099,45.94,0.55392,2.99138,0.5558,0.00992,0.20384,0.23571
2,7.00131 SI,P301,12/27/2006 3:44,7.37,38.5,302.64,0.04,0.0099,43.496,0.5214,2.80623,0.59045,0.00992,0.21413,0.28712
2,7.00162 SI,P301,1/4/2007 9:57,7.19,39.3,271.3,0.06,0.0279,45.542,0.6408,2.99138,0.5054,0.00992,0.18571,0.2134
2,7.00166 SI,P301,1/4/2007 15:53,7.26,34.9,256.88,0.05,0.02502,40.192,0.56976,2.72619,0.53795,0.00992,0.17542,0.29488
2,7.00168 SI,P301,1/4/2007 18:55,7.3,35.3,281.9,0.05,0.0279,41.34,0.5796,2.81428,0.53305,0.00992,0.17738,0.23183
2,7.00179 SI,P301,1/5/2007 10:55,7.22,38.3,323.4,0.06,0.027,44.614,0.62016,3.03439,0.52115,0.00992,0.18963,0.23959
2,7.00163 SG,P301,1/9/2007 13:30,7.18,39.6,304.98,0.07,0.02394,46.38,0.65268,3.11236,0.50435,0.00992,0.18963,0.24347
2,7.00224 SG,P301,1/25/2007 13:15,7,39.8,330.18,0.1,0.0099,44.144,0.57276,3.06337,0.5054,0.00992,0.21854,0.21728
2,7.00303 SG,P301,2/8/2007 11:00,6.42,40.6,359.64,0.38,0.0099,44.942,0.62016,3.17032,0.4977,0.00992,0.19992,0.2134
2,7.00312 SG,P301,2/10/2007 15:53,7.32,33.8,298.36,0.05,0.0099,40.222,0.5382,2.88627,0.5054,0.06324,0.18277,0.29488
2,7.00299 SI,P301,2/10/2007 7:06,7.28,37,343.54,0.05,0.0099,44.294,0.61908,3.14042,0.4858,0.02728,0.19257,0.2619
2,7.00318 SI,P301,2/10/2007 14:50,7.27,33.6,281.48,0.05,0.0099,40.122,0.54708,2.87523,0.50365,0.07812,0.18865,0.33562
2,7.00203 SI,P301,2/10/2007 19:46,7.31,36.3,298.14,0.05,0.0279,40.112,0.52728,2.89915,0.47285,0.00992,0.18277,0.28712
2,7.00204 SI,P301,2/10/2007 22:23,7.28,32.9,268.5,0.05,0.02898,36.41,0.46512,2.65719,0.46095,0.02728,0.17346,0.38315
2,7.00205 SI,P301,2/11/2007 5:55,7.21,30.4,230.7,0.06,0.02898,34.034,0.43452,2.44697,0.4788,0.05518,0.2009,0.35696
2,7.00202 SG,P301,2/13/2007 12:40,7.05,34.7,288.2,0.09,0.0279,38.944,0.5154,2.81014,0.44415,0.00992,0.18277,0.24735
2,7.00272 SG,P301,2/21/2007 10:46,6.94,37,340.74,0.11,0.0099,41.538,0.59448,2.99437,0.42945,0.00992,0.18375,0.19497
2,7.00108 SG,P301,3/7/2007 13:00,6.91,36.7,350.04,0.12,0.0099,41.39,0.51444,2.92629,0.4088,0.00992,0.17444,0.23959
2,7.00118 SG,P301,3/20/2007 9:20,6.85,32.2,336.58,0.14,0.02088,38.484,0.468,2.59923,0.37205,0.0341,0.18963,0.23959
2,7.00102 SI,P301,3/20/2007 15:25,6.98,30.2,303.3,0.1,0.036,35.6,0.4572,2.32001,0.37625,0.11904,0.21021,0.26578
2,7.00105 SI,P301,3/20/2007 17:04,7.16,31,302.18,0.07,0.0099,36.468,0.4572,2.42696,0.3752,0.04526,0.20384,0.22504
2,7.00307 SG,P301,3/21/2007 11:57,6.97,30.6,270.78,0.11,0.0099,37.258,0.49668,2.44605,0.3703,0.00992,0.18277,0.19497
2,7.00433 SG,P301,4/3/2007 11:25,6.76,33.3,318.52,0.17,0.0099,39.004,0.44736,2.60912,0.3465,0.00992,0.16023,0.10282
2,7.00423 SG,P301,4/17/2007 14:05,6.72,36.1,345.32,0.19,0.0099,41.38,0.46908,2.7922,0.34055,0.00992,0.16611,0.11834
2,7.00476 SG,P301,5/1/2007 10:20,6.94,37.4,318.84,0.11,0.0279,41.828,0.5076,2.93319,0.33355,0.00992,0.14602,0.15132
2,7.00403 SG,P301,5/15/2007 12:00,6.9,39.5,377.88,0.13,0.0099,45.472,0.53328,3.06843,0.3297,0.00992,0.16023,0.09603
2,7.00544 SG,P301,5/30/2007 10:00,7.22,39.8,390.02,0.06,0.02592,49.394,0.6162,3.26347,0.43645,0.0217,0.16611,0.16199
2,7.00555 SG,P301,6/11/2007 12:14,6.38,NA,410.04,0.42,0.02592,50.002,0.64584,3.22736,0.3605,0.02294,0.17738,0.16587
2,7.00567 SG,P301,7/18/2007 12:24,7.21,51.4,486.62,0.06,0.0099,61.88,0.80976,3.88976,0.79765,0.06076,0.24794,0.22116
2,7.00577 SG,P301,8/8/2007 15:07,6.67,72.2,591.88,0.21,0.0099,82.648,1.11192,4.16576,0.67725,0.17484,0.33173,0.17363
2,7.00592 SG,P301,9/13/2007 14:38,6.47,74.6,663.9,0.34,0.0099,91.112,1.21452,4.24281,0.6853,0.04402,0.33859,0.15811
3,3.08826 SG,P303,11/4/2003 11:51,8.17,38.7,895.6,0.01,0.0099,80.682,1.20768,4.09078,0.6902,0.01984,0.29596,0.30943
3,3.08776 SI,P303,11/8/2003 18:16,7.75,34.9,451.46,0.02,0.0099,66.77,1.03776,3.52544,1.55995,0.22692,0.50519,0.81771
3,3.08777 SI,P303,11/9/2003 12:16,8.45,34.7,441.36,0,0.0099,63.686,0.91632,3.2453,3.76425,0.00992,0.82614,1.24548
3,3.08827 SG,P303,11/12/2003 11:45,7.3,38.2,578.86,0.05,0.0099,80.474,1.19484,4.11976,0.8568,0.00992,0.30086,0.22116
3,3.08828 SG,P303,11/26/2003 10:30,8.24,34.6,500.56,0.01,0.0099,79.504,1.182,4.0457,0.61005,0.00992,0.28959,0.18042
3,3.08778 SI,P303,12/6/2003 7:41,7.64,38.9,569,0.02,0.0099,60.632,1.08024,4.14575,0.7119,0.0217,0.28861,0.22892
3,3.08829 SG,P303,12/7/2003 11:35,7.09,38,476.5,0.08,0.0099,75.344,1.12668,3.85963,0.9772,0.00992,0.34594,0.37927
3,3.08779 SI,P303,12/7/2003 3:44,7.98,28,391.5,0.01,0.0099,59.364,0.8808,3.10845,0.9331,0.0527,0.29155,0.47918
3,3.0878 SI,P303,12/7/2003 17:04,7.78,32.9,479.42,0.02,0.0099,74.106,1.10004,0,0.9142,0.00992,0.31703,0.2619
3,3.08781 SI,P303,12/8/2003 17:04,7.51,31.5,446.8,0.03,0.0099,74.824,1.11384,4.13379,0.8008,0.00992,0.30282,0.18042
3,4.0196 SG,P303,12/22/2003 11:20,8.18,36.9,536.5,0.01,0.0099,67.718,1.0368,3.78465,0.71085,0.00992,0.30527,0.17363
3,4.0198 SI,P303,12/22/2003 12:00,7.12,39.8,527.86,0.08,0.0459,65.942,1.00716,3.66459,0.7581,0.00992,0.30184,0.08439
3,4.01961 SG,P303,1/12/2004 15:45,7.59,32.8,419.54,0.03,0.0099,57.888,0.88776,3.39043,0.5747,0.00992,0.26509,0.14356
3,4.01962 SG,P303,1/20/2004 9:50,7.82,33,526.54,0.02,0.0099,58.506,0.90156,3.42953,0.5705,0.00992,0.26117,0.13289
3,4.02902 SG,P303,2/4/2004 11:15,7.24,36.3,599.36,0.06,0.0099,62.918,0.94404,3.41251,0.5677,0.00992,0.28861,0.12513
3,5.0522 SG,P303,2/4/2004 11:15,NA,NA,469.88,,0.0099,60.752,1.00524,3.66252,0.5775,0.01984,0.29596,0.16975
3,4.02995 SI,P303,2/16/2004 21:10,6.79,35,362.42,0.16,0.0099,57.688,0.85716,3.17837,0.58555,0.00992,0.24598,0.03686
3,4.02903 SG,P303,2/18/2004 12:00,7.17,27.4,485.96,0.07,0.0099,50.232,0.74652,2.75126,0.4739,0.00992,0.22442,0.14356
3,4.03766 SI,P303,2/26/2004 1:23,6.82,38.2,478.56,0.15,0.06786,57.348,0.87888,3.0843,0.5628,0.02976,0.3479,0.33562
3,5.05271 SI,P303,2/26/2004 3:04,NA,NA,374.8,,0.05094,53.934,0.86496,3.19033,0.52815,0.02108,0.30184,0.22116
3,5.05272 SI,P303,2/26/2004 4:48,NA,NA,387.96,,0.05994,53.266,0.85212,3.20229,0.54285,0.00992,0.29057,0.16199
3,5.05273 SI,P303,2/26/2004 6:39,NA,NA,403.5,,0.05184,53.416,0.8532,3.19033,0.5313,0.00992,0.28469,0.2134
3,5.05222 SG,P303,3/1/2004 10:25,NA,NA,409.12,,0.0099,56.08,0.86004,3.31844,0.5558,0.00992,0.27146,0.1067
3,4.04472 SI,P303,3/28/2004 17:37,7.34,39.6,364.6,0.05,0.0729,49.094,0.71784,2.69307,0.392,0.02728,0.22834,0.03686
3,4.04443 SG,P303,4/1/2004 13:15,6.84,45.7,326.16,0.14,0.0099,49.734,0.73176,2.70112,0.39795,0.04278,0.25284,0.03686
3,4.04474 SI,P303,4/2/2004 8:30,7.49,39.8,402.34,0.03,0.05184,50.632,0.74448,2.77426,0.42455,0.06696,0.23863,0.03686
3,4.04473 SI,P303,4/4/2004 0:10,7.53,40,366.1,0.03,0.027,50.452,0.7386,2.76828,0.3822,0.02914,0.2205,0.03686
3,4.04444 SG,P303,4/7/2004 13:10,6.91,41,349.98,0.12,0.0099,51.49,0.7524,2.87017,0.40565,0.00992,0.23177,0.24347
3,4.04445 SG,P303,4/15/2004 12:25,6.64,44.1,391.78,0.23,0.0099,56.79,0.80184,3.02634,0.4039,0.00992,0.22736,0.2134
3,4.04475 SI,P303,4/15/2004 12:25,6.64,44.1,456.44,0.23,0.04788,54.932,0.7998,3.03232,0.42665,0.08928,0.23275,0.03686
3,4.04476 SI,P303,4/16/2004 19:43,7.31,47.6,420.62,0.05,0.02304,55.452,0.80376,3.04221,0.42735,0.10478,0.22736,0.03686
3,4.04446 SG,P303,4/20/2004 10:55,7.08,53.5,433.7,0.08,0.0099,55.072,0.80184,3.02128,0.42245,0.00992,0.25725,0.25026
3,5.00423 SI,P303,4/23/2004 22:45,7.36,46.9,452.26,0.04,0.0099,52.698,0.79092,3.23242,0.4907,0.57288,0.20923,0.03686
3,5.00412 SG,P303,4/27/2004 9:45,6.71,46.7,464.18,0.19,0.0099,53.536,0.8028,2.99437,0.49245,0.00992,0.2254,0.08439
3,5.00413 SG,P303,5/4/2004 11:10,6.9,51.8,504.18,0.13,0.0099,56.28,0.83928,3.10546,0.5075,0.02976,0.2499,0.08827
3,5.00414 SG,P303,5/11/2004 9:00,6.9,52.7,526.82,0.13,0.0099,57.468,0.861,3.15537,0.4907,0.00992,0.21952,0.11834
3,5.00415 SG,P303,5/20/2004 14:40,6.87,51.2,512.92,0.13,0.0099,59.114,0.87984,3.21747,0.4886,0.02294,0.25921,0.15132
3,5.00416 SG,P303,5/26/2004 9:00,7.08,53.4,514.82,0.08,0.0099,59.984,0.8976,3.63653,0.5026,0.00992,0.21413,0.09603
3,5.00417 SG,P303,6/9/2004 11:10,NA,NA,539.8,,0.0099,62.698,0.9006,3.60456,0.47005,0.00992,0.18669,0.03686
3,5.00418 SG,P303,6/22/2004 9:00,6.91,61.7,614.08,0.12,0.0099,68.496,1.01904,4.09078,0.54985,0.00992,0.19992,0.03686
3,5.00419 SG,P303,7/9/2004 7:20,7.05,66.2,589.26,0.09,0.0099,76.83,1.10496,4.34194,0.81235,0.00992,0.24157,0.03686
3,5.0042 SG,P303,7/28/2004 10:10,6.99,69,618.2,0.1,0.03384,77.06,1.13952,4.27685,0.67935,0.03472,0.2695,0.09215
3,5.00421 SG,P303,8/13/2004 11:05,7.02,69.3,663.02,0.1,0.02196,77.988,1.1454,4.53997,0.59535,0.0372,0.26607,0.19206
3,5.00422 SG,P303,9/29/2004 13:30,7.11,68.6,628.12,0.08,0.0099,76.93,1.14048,4.46085,0.60305,0.02294,0.28469,0.1552
3,5.00459 SI,P303,10/17/2004 6:04,7.24,66.4,501.66,0.06,0.02502,84.266,1.32612,4.14483,2.89765,0.94984,0.77126,0.57133
3,5.0046 SI,P303,10/17/2004 15:49,7.17,78.5,484.38,0.07,0.0099,77.548,1.20468,3.73152,1.69785,0.37572,0.65513,0.54902
3,5.00463 SG,P303,10/18/2004 8:45,6.68,68.9,579.2,0.21,0.0099,82,1.27188,4.28076,1.40875,0.00992,0.46305,0.34629
3,5.00018 SG,P303,10/20/2004 10:30,6.38,53.7,437.48,0.42,0.02502,67.528,1.01112,3.62756,1.25195,0.00992,0.49392,0.30264
3,5.00029 SI,P303,10/29/2004 4:31,7.59,72,525.1,0.03,0.02394,79.674,1.21956,4.31894,1.4266,0.00992,0.33663,0.03686
3,5.0003 SG,P303,11/10/2004 13:30,6.94,61.2,546.48,0.11,0.06588,74.944,1.15044,4.18784,0.7434,0.00992,0.30184,0.08148
3,5.00232 SI,P303,11/11/2004 18:53,7.52,62.5,498.32,0.03,0.02502,71.79,1.11288,3.8847,0.87255,0.00992,0.35721,0.09991
3,5.00233 SG,P303,11/22/2004 13:50,6.81,62.3,551.58,0.15,0.0099,73.736,1.14348,4.05973,0.62685,0.00992,0.30625,0.14356
3,5.00234 SG,P303,12/10/2004 13:40,6.74,55.5,520.82,0.18,0.0099,70.572,1.09404,3.83456,0.62405,0.00992,0.29596,0.11446
3,5.00449 SG,P303,12/20/2004 12:00,7.12,49.7,519.3,0.08,0.0099,69.454,1.0674,3.89574,0.82915,0.00992,0.29498,0.16199
3,5.0045 SG,P303,12/28/2004 14:15,NA,NA,459.86,,0.0099,63.048,0.96768,3.42746,0.60025,0.00992,0.26411,0.18042
3,5.00453 SI,P303,12/28/2004 8:50,NA,NA,413.8,,0.0099,65.024,0.98652,3.51762,0.61985,0.00992,0.2695,0.12513
3,5.03731 SG,P303,1/6/2005 12:45,7.14,54.7,343.5,0.07,0.0099,70.962,1.10196,3.9238,0.707,0.00992,0.27538,0.0776
3,5.0373 SG,P303,2/2/2005 11:55,NA,NA,233.26,,0.0099,54.644,0.86796,3.09925,1.1382,0.00992,0.24598,0.10282
3,5.03725 SG,P303,2/10/2005 13:30,6.78,44.8,265.66,0.17,0.0099,56.08,0.88776,3.20344,0.5243,0.00992,0.22246,0.11058
3,5.04091 SG,P303,2/22/2005 13:45,NA,NA,319.78,,0.0099,49.782,0.76236,2.56611,0.45605,0.00992,0.20727,0.03686
3,5.05465 SG,P303,2/22/2005 14:00,7.02,41,,,0,0,0,0,0,0,0,0
3,5.03745 SG,P303,3/3/2005 11:45,7.07,43,287.46,0.09,0.0099,52.028,0.82848,2.94239,0.5411,0.00992,0.22736,0.03686
3,5.03793 SG,P303,3/15/2005 14:28,6.77,32,310.52,0.17,0.0099,43.506,0.65964,2.42305,0.43925,0.00992,0.20482,0.08827
3,5.038 SI,P303,3/22/2005 6:19,6.95,31.8,307.86,0.11,0.0099,44.074,0.68232,2.40396,0.49945,0.00992,0.20384,0.03686
3,5.03799 SI,P303,3/22/2005 16:39,NA,26,252.22,,0.05994,36.918,0.56184,1.79768,0.399,0.00992,0.19894,0.12513
3,5.03794 SG,P303,3/23/2005 13:00,NA,30.4,271,,0.0099,40.432,0.62796,2.11301,0.3829,0.00992,0.20482,0.12901
3,5.03801 SI,P303,3/23/2005 2:06,NA,27.1,264.46,,0.0099,40.56,0.59448,1.93292,0.3871,0.00992,0.19796,0.08148
3,5.03795 SG,P303,3/29/2005 16:15,7.14,53.3,499.78,0.07,0.0099,72.558,1.14936,3.80466,0.59045,0.00992,0.26117,0.03686
3,5.03796 SG,P303,4/4/2005 12:15,NA,38.8,311.62,,0.0099,43.714,0.67536,2.42604,0.4382,0.00992,0.21021,0.0776
3,5.03797 SG,P303,4/7/2005 12:05,NA,20.8,318.2,,0.0099,42.058,0.64476,2.33105,0.42735,0.00992,0.20286,0.03686
3,5.04092 SG,P303,4/12/2005 14:45,7.04,33.8,307.78,0.09,0.0099,45.74,0.68136,2.44996,0.4718,0.00992,0.20629,0.03686
3,5.04042 SI,P303,4/16/2005 9:43,NA,42.2,277.76,,0.0099,43.556,0.63696,2.33197,0.46585,0.00992,0.20629,0.03686
3,5.04043 SI,P303,4/18/2005 19:30,NA,NA,244.64,,0.0099,40.002,0.57672,2.12796,0.4116,0.00992,0.20482,0.03686
3,5.04093 SG,P303,4/20/2005 12:40,6.83,29.7,282.46,0.15,0.0099,44.404,0.65568,2.36003,0.4305,0.00992,0.23079,0.64117
3,5.04044 SI,P303,4/24/2005 18:23,7.08,27.4,257.1,0.08,0.0099,41.898,0.6102,2.27309,0.4501,0.00992,0.20286,0.03686
3,5.04045 SI,P303,4/25/2005 5:41,7.16,35.3,222.86,0.07,0.0099,43.036,0.63,2.34094,0.46305,0.00992,0.20629,0.20661
3,5.04094 SG,P303,4/26/2005 14:24,6.97,37.8,342.7,0.11,0.0099,43.576,0.63588,2.33611,0.42455,0.00992,0.22932,0.64893
3,5.04215 SI,P303,5/1/2005 21:30,6.18,48.5,272.7,0.66,0.02196,37.956,0.56484,2.17603,0.399,0.00992,0.20825,0.09991
3,5.04192 SG,P303,5/4/2005 11:45,6.79,33.5,323.56,0.16,0.0099,38.624,0.5856,2.31403,0.3969,0.00992,0.19796,0.11058
3,5.05295 SI,P303,5/5/2005 18:04,6.98,28.2,228.42,0.1,0.0099,34.662,0.54408,1.95293,0.31885,0.00992,0.20825,0.11834
3,5.05296 SI,P303,5/9/2005 2:50,6.98,26.4,211.28,0.1,0.0099,32.886,0.5046,1.83471,0.30415,0.062,0.2009,0.18818
3,5.05297 SI,P303,5/9/2005 9:30,6.98,27.4,215.82,0.1,0.0099,34.412,0.54108,1.87887,0.3752,0.07874,0.20825,0.1067
3,5.05233 SG,P303,5/10/2005 12:15,6.88,33.4,281.98,0.13,0.0099,38.994,0.5934,2.12382,0.3584,0.00992,0.23471,0.14356
3,5.05317 SI,P303,5/14/2005 9:11,7.47,29.7,279.92,0.03,0.0099,40.53,0.63588,2.32507,0.37905,0.04774,0.196,0.03686
3,5.05318 SI,P303,5/15/2005 16:04,7.34,55.2,283.06,0.05,0.02502,38.474,0.5934,2.25607,0.3731,0.062,0.18375,0.03686
3,5.05319 SI,P303,5/16/2005 10:47,7.38,24.4,237.58,0.04,0.0099,34.602,0.53328,1.86691,0.3129,0.11222,0.18081,0.08439
3,5.0532 SI,P303,5/16/2005 19:14,7.35,26,238.22,0.04,0.0099,37.866,0.59244,2.11094,0.34755,0.05022,0.18571,0.03686
3,5.05242 SG,P303,5/17/2005 13:20,7.17,29.4,282.32,0.07,0.0099,39.384,0.59148,2.185,0.3633,0.00992,0.21952,0.12125
3,5.04191 SI,P303,5/22/2005 15:44,7.25,33.3,338.9,0.06,0.0099,39.562,0.59544,2.415,0.3969,0.00992,0.19502,0.0776
3,5.05388 SG,P303,5/24/2005 15:45,NA,NA,327.18,,0.0099,41.548,0.62304,2.48216,0.41965,0.00992,0.21952,0.09603
3,5.04189 SG,P303,5/26/2005 11:05,6.95,34.9,340.2,0.11,0.0099,41.568,0.62604,2.5392,0.4088,0.00992,0.2009,0.12901
3,5.05256 SG,P303,6/2/2005 10:05,6.77,37,322.16,0.17,0.0099,45.272,0.68136,2.69422,0.4116,0.00992,0.21707,0.12513
3,5.05345 SI,P303,6/6/2005 20:35,7.1,35.3,321.82,0.08,0.0099,46.06,0.7278,2.79519,0.4424,0.00992,0.18865,0.03686
3,5.05262 SG,P303,6/7/2005 14:45,6.79,34.9,365.46,0.16,0.0099,46.03,0.70608,2.80922,0.4018,0.00992,0.19159,0.12513
3,5.05396 SG,P303,6/16/2005 9:00,6.91,39.4,336.6,0.12,0.0099,48.126,0.73464,2.95734,4.22345,0.00992,0.2254,0.16587
3,5.05404 SG,P303,6/24/2005 12:45,6.84,38.8,400.9,0.14,0.0099,49.314,0.74952,3.23334,0.6664,0.00992,0.21217,0.0776
3,5.0541 SG,P303,6/30/2005 15:31,6.94,42.5,382.5,0.11,0.0099,49.124,0.78108,3.13628,0.45815,0.00992,0.20629,0.14356
3,5.05421 SG,P303,7/21/2005 10:10,6.8,47,452.06,0.16,0.0099,58.286,0.8976,3.49761,0.46095,0.00992,0.20923,0.12901
3,6.00301 SG,P303,8/3/2005 16:10,6.8,81.3,100,0.16,0.0099,8.882,1.22052,0,0,0.02294,0,0.34241
3,5.05431 SG,P303,8/16/2005 13:40,6.94,NA,505.3,0.11,0.0099,66.68,1.01208,3.82973,0.50645,0.00992,0.21511,0.14356
3,5.05443 SG,P303,9/6/2005 14:30,6.74,53.2,582.14,0.18,0.0099,74.226,1.13652,4.13977,0.53515,0.00992,0.23177,0.15811
3,5.05451 SG,P303,9/27/2005 11:50,6.77,61.6,642.16,0.17,0.0099,79.954,1.2096,4.28996,0.6356,0.00992,0.25284,0.14744
3,6.00302 SG,P303,10/27/2005 13:30,6.71,60.4,618.52,0.19,0.0099,62.248,1.14936,4.15081,1.02655,0.00992,0.31605,0.70713
3,6.00303 SG,P303,11/16/2005 13:15,6.92,58.8,588.02,0.12,0.0099,71.92,1.10592,4.18071,0.63,0.02108,0.26852,0.35696
3,6.00304 SG,P303,11/29/2005 15:10,6.94,64,579.08,0.11,0.0099,57.828,1.11288,4.12689,0.83125,0.00992,0.28077,0.36472
