DateTime,SiteCode,SampleCode,SamplingMethod,SampleType,SampleMedium,pH,pHlab,Temp,EC,DO,TIC,TOC,TN,F,Cl,NO2,Br,NO3,SO4,PO4,Be9,B11,Na23,Mg24,Al27,Si28,P31,K39,Ca40,Ti49,V51,Cr52,Mn55,Fe56,Co59,Ni60,Cu63,Zn64,As75,Se78,Sr88,Y89,Mo98,Ag107,Cd114,Sn118,Sb121,Ba138,La139,Ce140,Pr141,Nd145,Sm147,Eu153,Gd157,Tb159,Dy164,Ho165,Er166,Tm169,Yb174,Lu175,TI205,Pb208,U238,SamplingNote
4/29/2013 12:45,VGJJ7,JEMEZ_s1052,GRAB,Grab,Surface water,7.53,-9999,10,-9999,73.8,8.21,3.6,0.2,40.45620445,37.36259263,5,5,5,13.66263527,5,0.1,40.7,12308,1369,28.85,20168,107.43,1450.38,8281.93,0.61,1.23,0.25,1.42,62.03,0.24,0.82,0.67,1.72,0.95,0.01,40.6,93.63,2.17,0.01,0.06,0.01,0.01,18.13,80.13,126.69,24.51,81.47,25.24,8.03,26.47,4.56,12.88,2.37,11.02,2.47,9.79,1.75,0.07,0.01,45.32,sediment sample taken; O/H; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Betsy; 
4/30/2013 14:40,FLUME_UR,JEMEZ_s1053,GRAB,Grab,Surface water,6.82,-9999,12.5,-9999,66.9,5.26,3.27,0.2,4.301611822,43.04100266,5,5,5,112.7779158,5,0.28,37.6,5548,845,32.88,12869,132.57,2297.96,11823.69,0.94,0.82,0.31,1.15,36.77,0.3,0.75,0.52,0.82,0.32,0.08,67.75,63.84,0.33,0.01,0.05,0.01,0.06,13.95,53.58,82.07,14.84,68.92,9.57,4.18,15.34,2.33,11.55,3.29,8.27,2.39,6.47,1.59,0.01,0.04,8.99,sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Mark; 
4/30/2013 15:00,FLUME_LR,JEMEZ_s1054,GRAB,Grab,Surface water,6.52,-9999,13.3,-9999,63,4.95,3.25,0.19,5.75,53.57441921,5,5,5,84.56462952,4.495412465,0.18,41.3,6123,855,39.98,12329,158.2,2117.49,9588.63,1.54,0.99,0.19,1.38,46.53,0.23,0.66,0.47,1.18,0.98,0.21,49.65,78.55,0.6,0.01,0.06,0.01,0.04,16.92,84.49,150.04,21.65,89.52,20.21,4.03,21.45,2.75,11.88,4.03,8.66,1.41,7.55,1.61,0.01,0.02,8.52,sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Mark; 
4/30/2013 15:20,FLUME_RM,JEMEZ_s1055,GRAB,Grab,Surface water,6.15,-9999,16.2,-9999,50,4.71,3.31,0.23,10.79411592,18.34874156,5,5,5,25.97641571,9.19,0.26,35.7,5554,503,51.71,8993,491.63,1429.55,6989.36,1.37,1.3,0.3,1.7,44,0.14,0.3,0.54,1.69,2.88,0.26,29.86,123.63,2.09,0.01,0.05,0.01,0.01,5.05,125.6,303.62,28.09,121.35,23.67,3.26,29.77,3.47,17.7,4.45,16.42,2.18,8.6,1.58,0.01,0.01,13.38,Sedimant sample taken.  Flow under flumesediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Mark; 
4/23/2013 18:00,FLUME_LLJ,JEMEZ_s1056,GRAB_Auto,Grab,Surface water,-9999,-9999,-9999,-9999,-9999,3.05,3.02,0.18,5,15.81162122,5,5,5,29.62783963,5,0.23,30.2,3301,578,24.06,8952,99.76,970.26,5679.08,0.76,0.37,0.23,0.35,14.83,0.15,0.44,2.59,5.07,0.45,0.02,27.9,89.49,0.15,0.01,0.05,0.01,0.05,9.42,58.69,133.77,13.79,72.38,17.58,3.73,17.84,2.62,12.96,3.84,11.1,2.59,8.71,1.87,0.02,0.03,4.47,1- 1L Mason bottle; O/H; DIC; anions; nut; TOC; cat; Sampled by Scott/Betsy; 
4/26/2013 18:00,FLUME_UJ,JEMEZ_s1057,GRAB_Auto,Grab,Surface water,-9999,7.19,-9999,-9999,-9999,3.56,4.66,0.31,5,17.86,5,5,5,39.57,5,0.3,25.72,4210,854,94.2,14106,91.63,2089.87,7507.3,1.9,0.73,0.24,0.95,89.4,0.19,0.52,1.03,2.18,0.51,0.22,31.3,317.52,0.55,0.01,0.07,0.03,0.04,13.2,190.51,325.58,55.84,249.68,52.82,8.47,56.25,8.04,50.9,9.88,38.51,4.33,29.43,5.95,0.01,0.06,46.87,O/H; DIC; anions; nut; TOC; cat; Sampled by Scott/Betsy; 
4/29/2013 18:00,FLUME_UJ,JEMEZ_s1058,GRAB_Auto,Grab,Surface water,-9999,8.01,-9999,-9999,-9999,4.35,5.05,0.33,5,15.93,5,5,5,38.06,5,0.19,29.56,4309,838,69.4,13814,93.63,2100.18,7192.12,1.39,0.76,0.32,0.92,73.2,0.19,0.5,3.37,4.29,0.52,0.25,33.6,337.31,0.64,0.01,0.06,0.03,0.04,13.9,174.13,250.74,46.27,224.57,52.54,9.95,56.22,8.05,50.15,12.14,30.75,5.07,30.55,5.97,0.01,0.12,36.91,O/H; DIC; anions; nut; TOC; cat; Sampled by Scott/Betsy; 
4/26/2013 18:00,FLUME_LLJ,JEMEZ_s1059,GRAB_Auto,Grab,Surface water,-9999,7.67,-9999,-9999,-9999,3.57,4.87,0.79,5,22.94,5,5,5,34.1,5,0.02,25.65,3904,576,25.1,9738,87.91,1109.26,6692.07,0.7,0.5,0.31,1,20.6,0.21,0.43,2.89,23.2,0.41,0.02,32.5,263.34,0.25,0.01,0.08,0.12,0.44,4.99,143.55,236.61,37.03,178.89,45.24,7.13,44.55,8.79,36.93,9.11,21.68,3.27,20.2,3.56,-9999,0.86,8.27,Glass bottle broke; remaining water in small plastic bottle ; O/H; DIC; anions; nut; TOC; cat; Sampled by Scott/Betsy; 
4/29/2013 18:00,FLUME_LLJ,JEMEZ_s1060,GRAB_Auto,Grab,Surface water,-9999,7.92,-9999,-9999,-9999,3.68,13.38,0.52,5,17.37,5,5,5,27.71,5,2.12,74.94,3480,537,119.56,8570,16.02,902,5587,17.88,0.88,16.3,1.54,152.5,4.22,2.49,3.66,25.45,0.89,29.95,27.77,122.06,0.96,0.01,0.01,0.01,5.23,7.52,63.04,109.49,18.07,47.53,18.27,4.13,22.85,5.66,16.79,4.61,10.11,3.73,9.43,3.04,25.07,1.54,121.3,O/H; DIC; anions; nut; TOC; cat; Sampled by Scott/Betsy; 
5/2/2013 18:00,FLUME_LLJ,JEMEZ_s1061,GRAB_Auto,Grab,Surface water,-9999,7.64,-9999,-9999,-9999,3.86,12.34,0.33,5,13.99,5,5,5,28.75,5,2.17,120.58,4300,625,189.75,8461,19.87,1046,5649,11.31,0.79,14.21,2.76,209.75,3.26,3.19,8.87,39.86,0.16,30.43,29.36,285.83,0.79,0.01,0.01,0.01,3.8,7.09,167.27,317.74,43.99,81.11,50.49,10.46,43.08,9.39,39.42,9.03,25.98,4.54,20.95,4.25,20.89,1.97,97.73,O/H; DIC; anions; nut; TOC; cat; Sampled by Scott/Betsy; 
5/5/2013 18:00,FLUME_LLJ,JEMEZ_s1062,GRAB_Auto,Grab,Surface water,-9999,8.26,-9999,-9999,-9999,4.03,5.99,0.24,5,11.86,5,5,5,26.83,5,2.17,86.29,4570,504,185.81,8711,3.14,811,5764,34.67,0.01,2,1.58,108.19,3,3.7,5.71,110.49,1.85,30.77,30.52,44.06,0.79,0.01,0.2,0.01,3.52,7.68,24.28,61.94,8.29,10.96,9.39,3.61,5.79,2.26,8.59,2.15,7.49,1.66,4.52,1.4,16.93,1.38,82.9,O/H; DIC; anions; nut; TOC; cat; Sampled by Scott/Betsy; 
5/7/2013 9:30,FLUME_RM,JEMEZ_s1063,GRAB,Grab,Surface water,7.15,-9999,5.2,-9999,95.5,5.14,1.01,0.14,8.47,16.72,5,5,5,28.51,5,1.39,72.57,6030,583,110.43,13037,13.03,967,7025,11.86,1.39,1.49,1.19,104.67,3.48,3.56,5.56,20.86,3.83,30.12,30.98,23.26,1.39,0.01,0.04,0.01,4.41,3.97,26.54,60.63,7.55,0.38,8.55,2.16,2.78,1.43,5.47,1,5.27,2.2,1.75,1.29,13.9,1.19,48.66,sediment sample taken; Water quality parameters were reading high; esp %DO; flow under flume; *relabeled to correct ID; O/H; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Betsy; 
5/7/2013 10:00,FLUME_LR,JEMEZ_s1064,GRAB,Grab,Surface water,6.87,-9999,3.9,-9999,83.6,5.84,2.17,0.16,5,48,5,5,5,72.66,5,2.19,85.52,6070,1160,220.55,11934,7.37,1441,11066,37.48,0.49,0.01,8.15,280.18,4.75,16.1,2.78,112.35,0.91,29.97,50.89,34.42,1.39,0.01,0.02,21.27,3.5,19.08,26.7,53.8,7.62,18,6.96,3.72,6.53,0.92,5.54,0.91,6.43,1.58,6.45,1.19,11.73,1.39,41.34,sediment sample taken; Water quality parameters were reading high; esp %DO; O/H; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Betsy; 
5/7/2013 10:15,FLUME_UR,JEMEZ_s1065,GRAB,Grab,Surface water,7.04,-9999,4.3,-9999,78.8,5.91,2.14,0.18,5,38.02,5,5,5,101.79,5,2.18,79.51,5420,841,123.7,12536,11.16,1560,11157,17.77,0.59,1.09,2.97,255.46,5.14,3.58,5.54,19.4,0.22,29.08,62.54,30.76,0.4,0.01,0.24,0.01,3.17,13.85,17.91,35.9,4.75,10.47,13.75,2.85,4.55,1.44,3.66,0.67,3.66,1.9,0.59,0.99,10.49,1.19,44.33,sediment sample taken;Water quality parameters were reading high; esp %DO; O/H; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Betsy; 
5/7/2013 11:15,FLUME_UJ,JEMEZ_s1066,GRAB,Grab,Surface water,7.4,-9999,8,-9999,78.4,4.03,3.16,0.21,5,14.45,5,5,5,34.5,5,2.77,72.74,3990,759,149.09,13432,0,1509,6290,58.21,0.3,0.2,2.18,380.23,3.17,3.82,4.36,91.67,0.16,30.75,29.1,100.49,0.79,0.01,0.18,0.01,3.01,10.1,58.43,85.11,15.28,53.47,20.83,3.36,17.76,3.1,17.46,3.75,13.29,2.39,11.09,2.28,9.11,1.39,81.37,sediment sample taken;Water quality parameters were reading high; esp %DO; O/H; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Betsy; 
5/7/2013 11:45,CowboySp,JEMEZ_s1067,GRAB,Grab,Surface water,7.02,-9999,9,-9999,70.7,6.02,0.57,0.3,15.92,37.23,5,5,17.22,21.54,5,1.4,74.45,7300,843,106.52,26999,19.93,4517,5120,14.28,1.09,1.69,0.8,12.91,2.29,2.66,2.8,38.66,0.01,31.11,21.02,31.21,1,0.01,0.01,0.01,3,5.41,19.21,22.79,2.88,11.27,2.26,2.61,0.45,1.74,2.19,0.27,3.88,1.17,3.03,2.19,7.81,1.2,53.46,Water quality parameters were reading high; esp %DO; O/H; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Betsy; 
5/7/2013 12:15,FLUME_LJ,JEMEZ_s1068,GRAB,Grab,Surface water,7.37,-9999,6,-9999,73.1,6.99,4.75,0.36,7.01,17.93,5,5,5,35.66,5,1.41,73.26,5300,1190,139.62,12778,21.16,2012,9915,15.46,4.51,2,11.11,952.2,4.81,8.26,6.87,15.96,3.13,29.56,54.76,82.46,1.21,0.01,0.01,0.01,3.64,29.7,87.57,152.91,22.34,35.47,22.95,5.85,20.72,2.44,16.23,2.2,8.92,1.62,9.21,2.4,7.48,1.41,81.83,sediment sample taken; Water quality parameters were reading high; esp %DO; O/H; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Betsy; 
5/7/2013 12:45,FLUME_HG,JEMEZ_s1069,GRAB,Grab,Surface water,6.58,-9999,10.2,-9999,73.3,2.23,2.96,0.16,5,19.64,5,5,5,42.13,5,3.07,83.57,2880,619,188.77,9959,10.45,995,4191,16.5,0.01,0.71,2.66,555.51,1.93,2.05,2.46,30.51,1.35,30.04,21.91,187.06,0.2,0.01,0.12,0.01,2.87,7.98,132.25,215.79,34.89,100.38,32.68,4.89,31.63,5.06,30.04,4.21,19.39,3.08,18.47,3.05,6.55,1.23,38.29,sediment sample taken; Water quality parameters were reading high; esp %DO; O/H; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Betsy; 
5/7/2013 13:10,FLUME_ULJ,JEMEZ_s1070,GRAB,Grab,Surface water,6.68,-9999,11.7,-9999,71.8,2.88,2,0.15,5,11.95,5,5,5,26.66,5,3.6,84.35,2670,441,126.54,8437,4.09,709,4819,14.52,0.1,2,1.6,143.3,2.2,5.17,7.01,23.23,0.92,31.5,24.63,40.4,0.2,0.01,0.12,0.01,3.46,5.41,33.4,88.2,8.6,0.38,6.83,2.61,6.4,1.24,4,1.59,7.1,1.37,3.63,1.2,6.01,2.6,16.02,sediment sample taken; Water quality parameters were reading high; esp %DO; O/H; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Betsy; 
5/7/2013 13:40,VGJJ7,JEMEZ_s1071,GRAB,Grab,Surface water,7.94,-9999,12.3,-9999,72.6,8.4,2.84,0.26,43.39,34.21,5,5,5,10.69,5,0.59,85.57,12276,1266,181.89,19915,18.41,997,7479,14.54,6.01,14.38,5.73,557.86,3.5,2.51,2.76,24.09,2.23,31.33,35.55,41.64,1.97,0.01,0.04,0.01,2.86,15.6,34.93,55.76,9.21,27.93,9.31,5.55,11.41,1.7,9.81,2.4,5.91,1.8,4.3,2,5.73,1.18,71.69,sediment sample taken; Water quality parameters were reading high; esp %DO; O/H; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Betsy; 
5/20/2013 16:45,FLUME_RM,JEMEZ_s1072,GRAB,Grab,Surface water,6.54,-9999,13.3,-9999,66.8,5.81,2.65,0.28,9.67,15.31,5,5,5,23.55,6.61,0.8,85.47,5633,546,126.67,9805,19.43,1154,6900,15.24,6.41,14.5,2.21,350.65,2.9,3.05,4.22,20.08,1.65,31.33,32.32,57.46,1.2,0.01,0.02,0.01,3.61,4.42,63.16,148.75,13.71,0.38,14.71,2.21,21.78,2.17,10.51,3.35,3.9,0.71,5.65,1.5,5.02,1,25.7,Sedimant sample taken.  Flow under flumesediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Mark; 
5/20/2013 16:30,FLUME_LR,JEMEZ_s1073,GRAB,Grab,Surface water,7.08,-9999,11.3,-9999,74.5,6.38,2.56,0.21,5.55,39.83,5,5,5,60.28,5,1.18,91.92,5815,839,91.36,11909,22.8,1563,9327,15.8,2.48,0.79,1.18,134.35,3.67,4.1,1.18,22.94,0.22,30.39,47.64,18.27,0.78,0.01,0.25,0.01,3.12,15.29,16.28,19.66,6.06,21.45,10.63,4.5,3.38,1.32,4.57,0.13,5.16,1.23,3.41,1.49,4.12,0.98,17.84,"sediment sample taken. Ho=2.3""; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Mark; "
5/20/2013 16:15,FLUME_UR,JEMEZ_s1074,GRAB,Grab,Surface water,6.82,-9999,11.4,-9999,72.7,6.5,2.8,0.19,5,23.51,5,5,5,92.04,5,4.15,86.22,5364,786,298.24,12254,6.5,1604,11094,23.5,1.69,0.9,2.17,342.58,4.18,1.86,2.77,16.79,0.01,30.94,63.6,34.23,0.2,0.01,0.01,0.01,3.1,11.85,26.37,43.78,7.86,20.9,2.09,1.63,4.98,1.58,3.68,0.53,3.68,1.28,4.19,0.9,3.95,0.99,31.6,"sediment sample taken. Ho=0.3""; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Mark; "
5/20/2013 16:00,FLUME_UJ,JEMEZ_s1075,GRAB,Grab,Surface water,7.31,-9999,11.5,-9999,74.4,4.97,3.53,0.2,5,9.38,5,5,5,30.91,5,2.2,82.64,4092,802,125.39,13867,21.57,1448,7054,17.28,1.2,0.7,2.8,377.92,2.8,9.86,11.8,27,0.68,29.87,32.6,90.21,0.8,0.01,0.3,0.01,4.24,11.6,50.65,70.23,13.59,41.66,15.68,4.1,16.08,1.6,12.19,1.73,11.89,2.57,9.04,2.1,3.6,1.4,67.2,"sediment sample taken. Ho=2.2""; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Mark; "
5/20/2013 14:45,CowboySp,JEMEZ_s1076,GRAB,Grab,Surface water,6.6,-9999,10.2,-9999,68.8,6.45,0.42,0.32,15.65,35.06,5,5,18.61,22.37,5,4.9,87.86,7135,827,90.21,27315,8.18,4645,5178,16.45,1.7,1.3,0.82,16.33,2,1.92,3.27,34.29,0.01,34.97,19.8,29.46,1.02,0.01,0.1,0.01,2.94,4.9,3.41,5.61,2.3,12.55,3.72,0.45,5.71,0.48,4.01,0.5,4.41,0.59,1.84,1.4,3.47,2.65,56.53,no sediment sample taken; 1-500mL amber;1-250mL HDPE; O/H; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Mark; 
5/20/2013 14:15,FLUME_LJ,JEMEZ_s1077,GRAB,Grab,Surface water,6.6,-9999,11.1,-9999,72.6,8.25,5.1,0.39,8.73,14.89,5,5,5,24.96,5,3.63,89.32,5573,1334,109.01,13247,17,2329,11218,10.05,7.42,3.11,49.19,1357.36,4.91,6.53,2.62,17.73,3.77,31.39,60.85,97.59,0.6,0.01,0.04,0.01,4.53,32.44,101.3,181.14,27.15,41.02,24.57,7.68,23.1,2.4,16.05,2.86,10.83,1.92,11.11,2.51,3.22,1.21,66.7,"sediment sample taken. Ho=2.1""; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Mark; "
5/20/2013 13:30,FLUME_HG,JEMEZ_s1078,GRAB,Grab,Surface water,6.95,-9999,12,-9999,72.1,2.98,3.8,0.35,5,19.32,5,5,5,39.64,5,2.24,86.57,2857,685,172.53,10332,16.88,1110,4709,18.37,0.01,1.6,1.22,501.3,1.8,2.19,4.88,17.88,1.67,28.66,26.01,146.59,0.02,0.01,0.1,0.01,3.66,7.93,115.53,204.01,28.43,54.01,28.26,5.09,29.3,3.68,25.35,2.79,13.43,0.7,10.74,2.3,2.85,1.02,6.5,"sediment sample taken. Ho=0.2""; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Mark; "
5/20/2013 12:30,FLUME_ULJ,JEMEZ_s1079,GRAB,Grab,Surface water,7.44,-9999,12,-9999,78.7,3.02,1.88,0.19,5,8.35,5,5,5,24.6,5,3.49,85.41,2553,417,98.15,8833,21.06,640,4591,11.91,0.89,0.01,0.58,78.03,1.69,2.25,4.27,21.72,1.45,30.32,21.92,45.43,0.19,0.01,0.12,0.01,2.56,5.04,20.97,48.31,6.56,13.52,5.36,0.56,6.26,0.67,8.85,1.07,5.07,0.96,4.95,1.79,2.52,0.78,25.8,"sediment sample taken. Ho=1.3""; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Mark; "
5/20/2013 11:00,VGJJ7,JEMEZ_s1080,GRAB,Grab,Surface water,7.6,-9999,9.4,-9999,88.5,9.86,4,0.38,44.41,23.8,5,5,5,7.39,5,2.82,98.01,12641,8104,121.51,20680,18.99,754,7997,34.26,4.88,1.29,23.71,459.45,3.29,3.76,2.41,60.46,2.03,31.77,42.43,38.45,1.41,0.01,0.06,0.01,2.92,15.48,23.51,38.74,6.47,12.64,14.54,2.91,4.68,1.2,7.07,0.77,5.08,1.25,3.06,0.9,2.82,1.01,28.96,sediment sample taken; 1-500mL amber;1-250mL HDPE;1-1L HDPE; O/H; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Mark; 
5/6/2013 18:00,FLUME_LLJ,JEMEZ_s1081,GRAB_Auto,Grab,Surface water,-9999,4.83,-9999,59.7,-9999,3.53,11.18,1.26,5,14.4,14.22,5,5,29.12,5,2.78,85.63,3881,544,117.65,9213,37.52,893,6839,16.9,0.01,0.01,4.76,62.81,2.09,6.65,11.31,51.01,1.17,29.71,30.35,88.04,1.19,0.01,0.16,0.01,2.8,25.99,35.19,46.96,9.57,50.65,10.77,3.64,17.65,2.8,15.15,3.2,12.26,2.01,5.37,1.3,2.38,9.52,26.39,O/H; DIC; anions; nut; TOC; cat; Sampled by Betsy; 
5/9/2013 18:00,FLUME_LLJ,JEMEZ_s1082,GRAB_Auto,Grab,Surface water,-9999,5.66,-9999,63.6,-9999,3.61,3.46,1.2,5,14.63,17.74,5,5,29.06,5,1.99,85.15,3075,501,916.98,8999,12.39,855,5404,17.98,0.4,0.79,47.5,38.93,1.99,1.73,9.55,320.25,2.33,29.29,27.65,39.12,0.2,0.01,0.08,0.01,3.44,14.92,14.98,24.07,4.07,21.15,6.35,1.24,7.75,0.47,6.16,0.27,3.48,1.23,3.82,1.09,2.39,6.37,18.1,O/H; DIC; anions; nut; TOC; cat; Sampled by Betsy; 
5/12/2013 18:00,FLUME_LLJ,JEMEZ_s1083,GRAB_Auto,Grab,Surface water,-9999,5.64,-9999,64.1,-9999,3.77,5.42,0.76,5,10.44,6.05,5,5,28.34,5,0.99,87.34,2989,506,129.8,9078,19,802,5472,22.63,0.1,0.01,0.6,97.81,3.09,3.73,6.15,22.43,0.16,30.41,27.98,68.39,0.02,0.01,0.04,0.01,2.48,17.86,31.7,52.94,6.48,22.23,11.47,2.74,11.66,1.81,11.37,0.47,9.57,0.84,5.04,0.9,1.98,0.99,0.27,O/H; DIC; anions; nut; TOC; cat; Sampled by Betsy; 
5/15/2013 18:00,FLUME_LLJ,JEMEZ_s1084,GRAB_Auto,Grab,Surface water,-9999,6.13,-9999,64.5,-9999,4.17,5.65,0.74,5,11.63,5,5,5,27.81,5,1.99,87.36,3578,512,93.43,9132,10.49,769,5552,13.29,0.1,0.1,1.39,58.84,2.58,3.25,3.98,31.08,1.81,29.92,28.89,82.8,0.2,0.01,0.22,0.01,2.57,12.95,22.86,33.6,8.95,30.91,14.51,3.63,12.72,2.49,12.13,1.06,8.25,0.53,5.16,1.29,1.59,1.39,6.38,O/H; DIC; anions; nut; TOC; cat; Sampled by Betsy; 
5/18/2013 18:00,FLUME_LLJ,JEMEZ_s1085,GRAB_Auto,Grab,Surface water,-9999,6.93,-9999,73.2,-9999,4.62,4.34,1.83,5,6.67,5,5,5,27.31,5,0.98,86.31,3612,571,137.18,9479,14.12,755,6276,16.34,0.2,0.79,1.37,39.12,2.09,2.23,3.52,41.29,1.92,29.79,30.92,34.95,0.02,0.01,0.1,0.01,2.58,12.52,16.96,31.48,4.77,12.85,5.58,1.82,3.38,0.76,3.18,0.83,5.26,0.98,2.64,0.6,1.57,2.74,9.39,O/H; DIC; anions; nut; TOC; cat; Sampled by Betsy; 
5/21/2013 18:00,FLUME_LLJ,JEMEZ_s1086,GRAB_Auto,Grab,Surface water,-9999,7.1,-9999,74.8,-9999,4.14,3.28,0.83,5,6.57,5,5,5,25.02,5,3.32,81.31,3211,515,97.53,9020,15.71,737,5709,17.63,0.5,0.5,0.98,57.71,2.19,3.24,3.32,24.19,2.65,29.25,27.89,38.51,0.2,0.01,0.14,0.01,2.5,11.12,19.5,37.21,5.97,18.21,13.43,2.41,3.48,1.85,8.26,0.16,3.78,0.81,1.7,1.29,1.56,1.76,16.58,O/H; DIC; anions; nut; TOC; cat; Sampled by Betsy; 
5/24/2013 18:00,FLUME_LLJ,JEMEZ_s1087,GRAB_Auto,Grab,Surface water,-9999,7.67,-9999,97.8,-9999,4.24,14.85,0.8,5,6.26,5,5,5,25.19,5,1.55,6.99,3956,518,75.82,9172,20.79,541,5852,31.95,1.66,0.01,0.97,82.75,2.34,3.31,6.96,129.55,0.66,28.63,31.9,132.19,0.02,0.01,0.23,0.01,0.89,9.09,54.52,74.55,15.44,78.94,19.93,5.25,20,2.48,19.34,1.5,9.18,1.49,12.31,1.86,1.55,2.71,23.78,O/H; DIC; anions; nut; TOC; cat; Sampled by Betsy; 
5/8/2013 18:00,FLUME_SSp,JEMEZ_s1088,GRAB_Auto,Grab,Surface water,-9999,7.77,-9999,65.8,-9999,4.02,1.57,0.3,5,27.28,5,5,14.51,22.83,5,1.56,86.44,3266,653,136.99,9225,13.92,672,6386,23.77,0.01,0.5,3.7,13.01,1.89,0.66,3.12,43.61,0.78,29.72,28.26,6.76,0.02,0.01,0.16,0.01,0.97,9.35,2.96,9.42,1.99,0.38,6.58,0.86,0.7,0.15,0.5,0.15,1.23,0.39,0.82,0.7,1.36,1.75,16.56,O/H; DIC; anions; nut; TOC; cat; Sampled by Betsy; 
5/14/2013 18:00,FLUME_SSp,JEMEZ_s1089,GRAB_Auto,Grab,Surface water,-9999,8.14,-9999,63,-9999,3.89,0.89,0.11,5,9.15,5,5,5.57,22.55,5,2.17,83.22,3302,426,92.21,9131,22.2,623,5669,18.84,0.01,0.01,0.99,25.17,1.79,3.63,1.77,23.05,0.04,29.05,25.42,5.97,0.79,0.01,0.06,0.01,0.85,3.35,2.36,12.86,1.59,6.21,12.44,0.85,6.37,0.11,1.39,0.15,2.05,0.37,1,0.6,1.18,0.99,25.22,O/H; DIC; anions; nut; TOC; cat; Sampled by Betsy; 
5/30/2013 18:00,FLUME_SSp,JEMEZ_s1090,GRAB_Auto,Grab,Surface water,-9999,7.48,-9999,61.4,-9999,3.97,1.35,0.35,5.08,15.21,5,5,8,21.92,5,1.92,90.33,3328,437,83.97,9133,16.12,602,5746,12.56,0.78,0.88,1.34,6.59,2.26,5.64,4.22,52.23,1.99,29.92,26.26,5.59,0.38,0.01,0.01,0.01,0.88,2.49,2.62,9.06,1.37,6.02,0.88,0.43,0.45,0.15,1.67,0.15,0.41,0.31,2.41,0.29,1.15,1.34,23.58,O/H; DIC; anions; nut; TOC; cat; Sampled by Betsy; 
6/1/2013 18:00,FLUME_SSp,JEMEZ_s1091,GRAB_Auto,Grab,Surface water,-9999,7.88,-9999,72.8,-9999,3.81,1.06,0.46,5,13.6,5,5,6.46,21.55,5,2.74,85.37,3181,423,74.53,9085,2.09,497,5608,17.92,0.01,0.89,0.59,0.04,1.88,2.11,0.39,18.78,0.78,30.16,25.43,6.65,0.02,0.01,0.16,0.01,0.92,2.93,2.38,8.6,0.2,4.68,3.19,0.99,0.79,0.15,0.4,0.15,2.48,0.11,0.31,0.08,0.78,0.78,0.27,O/H; DIC; anions; nut; TOC; cat; Sampled by Betsy; 
6/19/2013 10:00,FLUME_UJ,JEMEZ_s1092,GRAB,Grab,Surface water,7.15,-9999,13.9,-9999,85,9.604,3.132,0.181,5,5.46,5,5,5,25.42,5,0.27,282.8,4920,1178,22.12,15014,80.8,2272,12205,0.74,1.11,0.29,2.42,68.63,0.41,0.34,0.16,2.94,0.63,0.19,44.44,126.6,0.5,0.01,0.03,0.56,0.14,15.31,78.01,116.03,18.53,74.56,27.06,6.81,27.45,8.79,20.15,4.64,14.81,1.68,135.55,18.53,0.08,0.02,390.07,O/H; DIC; anions; nut; TOC; POM; cat; 13C; Sampled by Betsy; 
